plate,transfer,p,f
6,1,S,0.0265957446808511
6,1,A,0.0797872340425532
6,1,B,0.0132978723404255
6,1,AB,0
6,2,U,0.848554275639805
6,2,S,0.0584978380209752
6,2,A,0.0740740621125056
6,2,B,0.0184177907014518
6,2,AB,4.56033502977325e-4
6,3,U,0.829868924219703
6,3,S,0.0667021151774527
6,3,A,0.0770868424696373
6,3,B,0.0253531024483763
6,3,AB,9.89015717260084e-4
6,4,U,0.817242113461655
6,4,S,0.0687803861037575
6,4,A,0.0808118071100161
6,4,B,0.0315706516250548
6,4,AB,0.00159504173666402
6,5,U,0.808141596800626
6,5,S,0.0692725363554373
6,5,A,0.0836919013282814
6,5,B,0.0366565204775598
6,5,AB,0.00223744506895802
6,6,U,0.801386567862927
6,6,S,0.0693614113263146
6,6,A,0.0856696220158196
6,6,B,0.0406996606965878
6,6,AB,0.00288273808665926
6,7,U,0.796286315960076
6,7,S,0.0693655602708765
6,7,A,0.086960772476535
6,7,B,0.0438806674891805
6,7,AB,0.00350668369568737
6,8,U,0.792404990195059
6,8,S,0.0693447993946512
6,8,A,0.0877823669706003
6,8,B,0.0463736663854285
6,8,AB,0.00409417687421723
6,9,U,0.789428595501112
6,9,S,0.0693211660230793
6,9,A,0.0882910233558965
6,9,B,0.0483227670727055
6,9,AB,0.00463644785198789
6,10,U,0.787129221860294
6,10,S,0.0693020949304413
6,10,A,0.088595787429842
6,10,B,0.0498436666121869
6,10,AB,0.00512922866528062
6,11,U,0.785327737018769
6,11,S,0.0692898153130236
6,11,A,0.08877799869885
6,11,B,0.0510335773668833
6,11,AB,0.00557087057717368
6,12,U,0.783905973286456
6,12,S,0.069281153870843007
6,12,A,0.0888843187332111
6,12,B,0.051965666628793
6,12,AB,0.00596288593576702
6,13,U,0.782781673803928
6,13,S,0.0692737959616433
6,13,A,0.0889411621712725
6,13,B,0.0526949164321447
6,13,AB,0.00630844980830877
6,14,U,0.781891181315973
6,14,S,0.0692676847896832
6,14,A,0.0889658925289289
6,14,B,0.0532639936750855
6,14,AB,0.00661124585708259
6,15,U,0.781195475248798
6,15,S,0.0692632162210229
6,15,A,0.088966457297401
6,15,B,0.0536996331803228
6,15,AB,0.00687521632255329
6,16,U,0.780628818056922
6,16,S,0.0692596458559468
6,16,A,0.0889618842104718
6,16,B,0.0540457803678189
6,16,AB,0.00710387005274735
6,17,U,0.780185562242664
6,17,S,0.0692568717992762
6,17,A,0.0889481808298553
6,17,B,0.0543082232532295
6,17,AB,0.00730116067525665
6,18,U,0.779816463989523
6,18,S,0.0692545352918857
6,18,A,0.0889377348434207
6,18,B,0.0545204647643493
6,18,AB,0.00747080011797508
6,19,U,0.779525258501047
6,19,S,0.0692528377175426
6,19,A,0.088924713217557
6,19,B,0.0546812139036031
6,19,AB,0.00761597591231697
6,20,U,0.779281473422474
6,20,S,0.069251575789547
6,20,A,0.0889147556104231
6,20,B,0.054811838645465
6,20,AB,0.00774035602385308
6,21,U,0.779086543767583
6,21,S,0.0692506875342987
6,21,A,0.0889049644949504
6,21,B,0.054911621665392
6,21,AB,0.0078461823130092
6,22,U,0.778924964998732
6,22,S,0.0692500825815482
6,22,A,0.0888965474323178
6,22,B,0.0549917582420085
6,22,AB,0.0079366468537684
6,23,U,0.778794795507585
6,23,S,0.069249659715448
6,23,A,0.0888889465998356
6,23,B,0.0550532718111243
6,23,AB,0.00801332681562561
6,24,U,0.778687889072418
6,24,S,0.0692493284751547
6,24,A,0.0888821504124435
6,24,B,0.055101947999109
6,24,AB,0.00807868483405329
6,25,U,0.778604548293993
6,25,S,0.0692491341865063
6,25,A,0.0888762764208967
6,25,B,0.0551369411922311
6,25,AB,0.00813310093780267
6,26,U,0.778537625772647
6,26,S,0.0692489882792014
6,26,A,0.0888712338462875
6,26,B,0.0551632716352163
6,26,AB,0.00817888161886717
6,27,U,0.778480745916433
6,27,S,0.0692488149996531
6,27,A,0.0888669464575528
6,27,B,0.0551853532621793
6,27,AB,0.00821814049810578
6,28,U,0.778434111663525
6,28,S,0.0692486391836739
6,28,A,0.0888633256931201
6,28,B,0.0552026490673311
6,28,AB,0.00825127560005877
6,29,U,0.778398658865988
6,29,S,0.0692484967325887
6,29,A,0.0888602793941614
6,29,B,0.0552140739995226
6,29,AB,0.00827849264607824
6,30,U,0.778367955622366
6,30,S,0.0692483123095976
6,30,A,0.088857751563935
6,30,B,0.0552240523357336
6,30,AB,0.00830193052115743
6,31,U,0.778340130414128
6,31,S,0.0692480881857988
6,31,A,0.0888556706473228
6,31,B,0.0552336598402889
6,31,AB,0.00832245425022792
6,32,U,0.778319844258701
6,32,S,0.0692479679788622
6,32,A,0.0888539663250348
6,32,B,0.0552393878995067
6,32,AB,0.0083388376886718
6,33,U,0.778302243377619
6,33,S,0.0692478894317729
6,33,A,0.0888525664777678
6,33,B,0.0552444051566393
6,33,AB,0.00835290053066425
6,34,U,0.778285787010931
6,34,S,0.0692478619723579
6,34,A,0.0888513996129769
6,34,B,0.0552495552575267
6,34,AB,0.00836540192001047
6,35,U,0.778273023843585
6,35,S,0.0692478477773558
6,35,A,0.0888504809342505
6,35,B,0.0552531269683552
6,35,AB,0.00837552686727435
6,36,U,0.778262513468191
6,36,S,0.06924785511508
6,36,A,0.0888497410765157
6,36,B,0.0552559012397272
6,36,AB,0.00838399588796116
6,37,U,0.7782531898006
6,37,S,0.0692478879287627
6,37,A,0.088849118610343
6,37,B,0.0552584251638958
6,37,AB,0.00839138541086702
6,38,U,0.778245273346599
6,38,S,0.0692479289575987
6,38,A,0.088848611851463
6,38,B,0.0552605355607472
6,38,AB,0.00839765712495898
6,39,U,0.778239099607534
6,39,S,0.0692479587684532
6,39,A,0.0888482258752084
6,39,B,0.0552620098548474
6,39,AB,0.00840271254920626
6,40,U,0.778233889051266
6,40,S,0.0692479789917888
6,40,A,0.0888479002136587
6,40,B,0.055263201386672
6,40,AB,0.00840703663000809
6,41,U,0.778229502452738
6,41,S,0.0692479889905657
6,41,A,0.0888476228738997
6,41,B,0.0552641580131049
6,41,AB,0.00841073340148387
6,42,U,0.778226399427091
6,42,S,0.0692480151886003
6,42,A,0.0888474593749122
6,42,B,0.0552647168191902
6,42,AB,0.00841341443063729
6,43,U,0.778223914785787
6,43,S,0.0692480331812061
6,43,A,0.0888473296448077
6,43,B,0.0552651107834704
6,43,AB,0.00841561628721171
6,44,U,0.778221840566431
6,44,S,0.0692480392251872
6,44,A,0.088847212793538
6,44,B,0.0552654119560872
6,44,AB,0.0084174995327255
6,45,U,0.778219968806628
6,45,S,0.0692480295773474
6,45,A,0.0888470879310549
6,45,B,0.0552656923871822
6,45,AB,0.00841922472869703
6,46,U,0.778218175231085
6,46,S,0.0692480039761855
6,46,A,0.0888469445452063
6,46,B,0.0552659926747803
6,46,AB,0.00842088635791566
6,47,U,0.778217234292877
6,47,S,0.0692479995506454
6,47,A,0.0888468835736297
6,47,B,0.0552660156478886
6,47,AB,0.00842186927375628
6,48,U,0.778216468877
6,48,S,0.0692479930390363
6,48,A,0.0888468259474529
6,48,B,0.0552660096782399
6,48,AB,0.00842270447724131
6,49,U,0.778215767343674
6,49,S,0.0692479847055415
6,49,A,0.0888467627214329
6,49,B,0.0552660106150542
6,49,AB,0.00842347647424934
6,50,U,0.778215018053119
6,50,S,0.069247974814344
6,50,A,0.0888466849503265
6,50,B,0.0552660543075518
6,50,AB,0.00842426977065894
6,51,U,0.778214109365556
6,51,S,0.0692479636296272
6,51,A,0.088846583688890493
6,51,B,0.0552661766049529
6,51,AB,0.00842516887234868
6,52,U,0.778213281464065
6,52,S,0.0692479679146076
6,52,A,0.088846505002837
6,52,B,0.0552663204770013
6,52,AB,0.008425927279044
