plate,transfer,p,mean,n,se,max,min
4,0,A/B,0.034574468085106384,4,0.013989125742960549,0.06382978723404255,0.010638297872340425
4,0,AB,0.03723404255319149,4,0.023985371025653693,0.10638297872340426,0
4,0,E,0,4,0,0,0
4,1,U,0.8856382978723405,4,0.030206959286171675,0.9361702127659575,0.7978723404255319
4,1,S,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
4,1,A,0,4,0,0,0
4,1,B,0.015957446808510637,4,0.009213036210472751,0.0425531914893617,0
4,1,A/B,0,4,0,0,0
4,1,AB,0.09308510638297872,4,0.03402454089077214,0.19148936170212766,0.0425531914893617
4,1,E,0,4,0,0,0
4,2,U,0.8803191489361701,4,0.03484617731743537,0.925531914893617,0.776595744680851
4,2,S,0,4,0,0,0
4,2,A,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
4,2,B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,2,A/B,0,4,0,0,0
4,2,AB,0.11170212765957446,4,0.03723404255319149,0.22340425531914893,0.07446808510638298
4,2,E,0,4,0,0,0
4,3,U,0.8297872340425532,4,0.03607622331449609,0.8829787234042553,0.723404255319149
4,3,S,0,4,0,0,0
4,3,A,0.007978723404255319,4,0.0026595744680851063,0.010638297872340425,0
4,3,B,0,4,0,0,0
4,3,A/B,0,4,0,0,0
4,3,AB,0.1622340425531915,4,0.03869353340921134,0.2765957446808511,0.10638297872340426
4,3,E,0,4,0,0,0
4,4,U,0.8430851063829787,4,0.04745185706054126,0.9042553191489362,0.7021276595744681
4,4,S,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
4,4,A,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,4,B,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,4,A/B,0,4,0,0,0
4,4,AB,0.14627659574468085,4,0.044370545234901415,0.2765957446808511,0.0851063829787234
4,4,E,0,4,0,0,0
4,5,U,0.8271276595744681,4,0.035648881671778536,0.8829787234042553,0.723404255319149
4,5,S,0,4,0,0,0
4,5,A,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,5,B,0,4,0,0,0
4,5,A/B,0,4,0,0,0
4,5,AB,0.1702127659574468,4,0.03710718002917793,0.2765957446808511,0.10638297872340426
4,5,E,0,4,0,0,0
4,6,U,0.8404255319148937,4,0.0360762233144961,0.8936170212765957,0.7340425531914894
4,6,S,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
4,6,A,0.007978723404255319,4,0.0026595744680851063,0.010638297872340425,0
4,6,B,0,4,0,0,0
4,6,A/B,0,4,0,0,0
